ja,it,da,tr,no,en,sr,sv,nl,de,fr,ca,ko,fi,total,date
232301.0,104663.0,10941.0,3785.0,13875.0,1785410.0,6722.0,36617.0,45250.0,213365.0,192012.0,11223.0,16093.0,21014.0,2693271.0,2018-10-01
228116.0,97458.0,11608.0,3613.0,14058.0,1832759.0,7148.0,37859.0,43494.0,201994.0,186347.0,12789.0,14235.0,21401.0,2712879.0,2018-10-02
229544.0,96664.0,11056.0,3832.0,13512.0,1751471.0,7099.0,36676.0,42790.0,203211.0,187916.0,12359.0,17384.0,20720.0,2634234.0,2018-10-03
217254.0,94212.0,9920.0,3454.0,12727.0,1682601.0,6468.0,35402.0,41351.0,191552.0,178846.0,12504.0,18275.0,19116.0,2523682.0,2018-10-04
206242.0,83804.0,8916.0,3180.0,10486.0,1543430.0,4030.0,29752.0,37419.0,183120.0,148611.0,8583.0,24890.0,17904.0,2310367.0,2018-10-05
171648.0,96760.0,5311.0,3611.0,7792.0,1279363.0,4755.0,22143.0,29153.0,168057.0,146682.0,6022.0,16879.0,14254.0,1972430.0,2018-10-06
159665.0,93536.0,6561.0,4364.0,9590.0,1453178.0,7181.0,29568.0,37738.0,246220.0,183369.0,9366.0,13098.0,20866.0,2274300.0,2018-10-07
176374.0,109816.0,11714.0,4261.0,13457.0,1872532.0,7425.0,42779.0,46247.0,245873.0,191213.0,12958.0,12553.0,27472.0,2774674.0,2018-10-08
196370.0,106697.0,11236.0,3881.0,14236.0,2012624.0,7583.0,39527.0,49745.0,232984.0,196855.0,13150.0,15518.0,26274.0,2926680.0,2018-10-09
189695.0,106512.0,10490.0,4130.0,14708.0,2421809.0,7593.0,40336.0,45462.0,218045.0,211191.0,12902.0,15555.0,24217.0,3322645.0,2018-10-10
185791.0,107492.0,9885.0,4100.0,13381.0,2172502.0,7283.0,36818.0,45586.0,213222.0,196007.0,9421.0,13132.0,24481.0,3039101.0,2018-10-11
166070.0,89415.0,6313.0,3369.0,11948.0,1756043.0,4919.0,29547.0,39023.0,186927.0,161701.0,5972.0,12354.0,19230.0,2492831.0,2018-10-12
142087.0,80882.0,5802.0,3745.0,8974.0,1483550.0,4966.0,26568.0,33280.0,161275.0,155034.0,6037.0,12371.0,15106.0,2139677.0,2018-10-13
140497.0,94923.0,7307.0,4141.0,12035.0,1604392.0,6880.0,28348.0,42389.0,365208.0,197007.0,9850.0,14476.0,17242.0,2544695.0,2018-10-14
179005.0,106398.0,6425.0,3652.0,17514.0,1831398.0,7417.0,36059.0,46294.0,559769.0,208765.0,12737.0,15665.0,17096.0,3048194.0,2018-10-15
176735.0,107180.0,6108.0,3551.0,18364.0,1782885.0,8021.0,38304.0,44857.0,508720.0,194338.0,13234.0,16427.0,15825.0,2934549.0,2018-10-16
166235.0,104052.0,6046.0,3974.0,18472.0,1733205.0,7786.0,37609.0,43921.0,221953.0,195141.0,13516.0,16554.0,15862.0,2584326.0,2018-10-17
165046.0,102720.0,5944.0,3547.0,17431.0,1696069.0,7650.0,35952.0,45367.0,208581.0,185895.0,13297.0,14985.0,15577.0,2518061.0,2018-10-18
160318.0,84070.0,5656.0,3040.0,13169.0,1498545.0,5074.0,29238.0,37484.0,178323.0,153355.0,9350.0,19110.0,13313.0,2210045.0,2018-10-19
126546.0,73801.0,6182.0,3281.0,7933.0,1318420.0,5125.0,23847.0,37766.0,164214.0,129463.0,6175.0,12065.0,12725.0,1927543.0,2018-10-20
140975.0,97311.0,7988.0,3923.0,11477.0,1510895.0,7622.0,30056.0,38078.0,212441.0,154640.0,9598.0,16218.0,15428.0,2256650.0,2018-10-21
180051.0,102300.0,11435.0,4074.0,17489.0,1851532.0,7947.0,40152.0,40341.0,229434.0,171704.0,13918.0,16359.0,20826.0,2707562.0,2018-10-22
183510.0,98843.0,11431.0,4284.0,17631.0,1810236.0,8043.0,39888.0,40919.0,264739.0,171382.0,14084.0,16935.0,21839.0,2703764.0,2018-10-23
169928.0,106461.0,10663.0,3814.0,16447.0,1808464.0,7850.0,37531.0,38991.0,244548.0,168396.0,13911.0,22772.0,20698.0,2670474.0,2018-10-24
163287.0,102101.0,11092.0,4387.0,16800.0,1738623.0,7400.0,35299.0,39392.0,215332.0,176950.0,13502.0,22852.0,19242.0,2566259.0,2018-10-25
152444.0,92379.0,9550.0,3709.0,12990.0,1629365.0,4944.0,29341.0,34096.0,183352.0,144428.0,9718.0,13542.0,16407.0,2336265.0,2018-10-26
123946.0,80828.0,6174.0,3466.0,8005.0,1281107.0,4803.0,20622.0,28548.0,160287.0,131879.0,7551.0,12390.0,13479.0,1883085.0,2018-10-27
131565.0,97811.0,9629.0,3888.0,10378.0,1523772.0,7914.0,23966.0,34198.0,208654.0,150229.0,10512.0,18187.0,16403.0,2247106.0,2018-10-28
160959.0,110773.0,11727.0,3516.0,16002.0,1804066.0,7772.0,22795.0,41276.0,214674.0,174038.0,13933.0,16168.0,21737.0,2619436.0,2018-10-29
159720.0,98466.0,11760.0,3811.0,16977.0,1897622.0,7565.0,24822.0,44768.0,208436.0,169189.0,12420.0,16220.0,23195.0,2694971.0,2018-10-30
153412.0,70044.0,11146.0,4263.0,15014.0,1594017.0,7001.0,24773.0,42593.0,186305.0,163443.0,8124.0,16933.0,22076.0,2319144.0,2018-10-31
149807.0,88131.0,12063.0,5057.0,15160.0,1612736.0,7081.0,22872.0,41947.0,209151.0,174205.0,5679.0,16837.0,21033.0,2381759.0,2018-11-01
160033.0,87781.0,9299.0,3690.0,12105.0,1499394.0,5073.0,21865.0,36288.0,186090.0,165448.0,6897.0,12227.0,16998.0,2223188.0,2018-11-02
116556.0,84876.0,5508.0,3970.0,7984.0,1309447.0,5144.0,23099.0,35097.0,173155.0,158117.0,6348.0,11805.0,15793.0,1956899.0,2018-11-03
139345.0,102433.0,7469.0,4875.0,13562.0,1438283.0,7573.0,26914.0,41036.0,223348.0,186664.0,10365.0,15921.0,17370.0,2235158.0,2018-11-04
177489.0,108177.0,11804.0,5092.0,16774.0,1694972.0,8527.0,36744.0,46981.0,238427.0,196991.0,15888.0,17700.0,22628.0,2598194.0,2018-11-05
173902.0,111587.0,11716.0,5710.0,17424.0,1606413.0,8319.0,37369.0,46524.0,227094.0,198501.0,15254.0,18649.0,23777.0,2502239.0,2018-11-06
162842.0,109095.0,11076.0,4832.0,16355.0,1542418.0,8358.0,36540.0,45479.0,223332.0,203582.0,14156.0,17101.0,22317.0,2417483.0,2018-11-07
166292.0,104125.0,11295.0,4107.0,15783.0,1771951.0,7111.0,39446.0,45890.0,223716.0,190563.0,13512.0,16141.0,22805.0,2632737.0,2018-11-08
163409.0,99998.0,9620.0,4175.0,16149.0,1559019.0,5196.0,32079.0,40510.0,193324.0,171146.0,9658.0,13077.0,19091.0,2336451.0,2018-11-09
126630.0,85842.0,6584.0,3701.0,8522.0,1401035.0,5247.0,23892.0,33059.0,169371.0,154734.0,6832.0,11736.0,17339.0,2054524.0,2018-11-10
141943.0,99519.0,7548.0,6157.0,10690.0,1592838.0,6668.0,28410.0,39514.0,218253.0,188770.0,11410.0,16247.0,18117.0,2386084.0,2018-11-11
168846.0,109784.0,12108.0,6020.0,16471.0,1909243.0,8471.0,35190.0,49436.0,236936.0,198796.0,14868.0,17736.0,24603.0,2808508.0,2018-11-12
170381.0,107384.0,11594.0,6851.0,17313.0,1851237.0,8610.0,38870.0,49222.0,237776.0,205007.0,14242.0,17182.0,26075.0,2761744.0,2018-11-13
188418.0,107859.0,13955.0,5936.0,31967.0,1810938.0,10178.0,39333.0,48033.0,264138.0,319458.0,15603.0,19248.0,25578.0,2900642.0,2018-11-14
188964.0,108913.0,12502.0,6415.0,23683.0,1899269.0,9885.0,36864.0,48251.0,245752.0,322970.0,16367.0,19617.0,24902.0,2964354.0,2018-11-15
154339.0,95860.0,10088.0,4718.0,18451.0,1596393.0,6337.0,32592.0,40346.0,232981.0,234360.0,12521.0,15243.0,21399.0,2475628.0,2018-11-16
134191.0,84732.0,6094.0,3952.0,8214.0,1327702.0,6236.0,25840.0,32749.0,188496.0,156116.0,8832.0,11664.0,16694.0,2011512.0,2018-11-17
144106.0,108476.0,7487.0,4558.0,10916.0,1584795.0,8768.0,28223.0,40908.0,239077.0,184191.0,11912.0,16449.0,18603.0,2408469.0,2018-11-18
160579.0,112429.0,11304.0,4085.0,15655.0,1755380.0,8746.0,35490.0,49599.0,242110.0,184731.0,15747.0,16082.0,23799.0,2635736.0,2018-11-19
156704.0,113320.0,11382.0,4117.0,16213.0,1649226.0,8224.0,36686.0,47870.0,233878.0,188118.0,15670.0,14783.0,23525.0,2519716.0,2018-11-20
159622.0,110352.0,11389.0,4315.0,16408.0,1687012.0,8534.0,35870.0,47281.0,232308.0,197784.0,14406.0,15203.0,22256.0,2562740.0,2018-11-21
144223.0,108270.0,11215.0,4094.0,15336.0,1504296.0,8442.0,35509.0,49235.0,223453.0,193212.0,13591.0,15570.0,21898.0,2348344.0,2018-11-22
135539.0,92595.0,9055.0,3457.0,13918.0,1408573.0,5797.0,31469.0,38191.0,193429.0,169855.0,10927.0,12320.0,17015.0,2142140.0,2018-11-23
137308.0,90347.0,6186.0,3448.0,8529.0,1344274.0,5935.0,23397.0,34417.0,180670.0,149293.0,6723.0,12215.0,14501.0,2017243.0,2018-11-24
137837.0,106223.0,8161.0,4258.0,10908.0,1547680.0,8915.0,29442.0,43505.0,241765.0,194322.0,11166.0,15297.0,17756.0,2377235.0,2018-11-25
167693.0,121917.0,11708.0,4203.0,16082.0,1855107.0,9346.0,37029.0,50274.0,237877.0,207448.0,14521.0,16760.0,21683.0,2771648.0,2018-11-26
164207.0,114453.0,11473.0,4653.0,16664.0,1867608.0,9698.0,35898.0,47898.0,244680.0,208069.0,13716.0,17563.0,24263.0,2780843.0,2018-11-27
165074.0,110038.0,12045.0,4726.0,17252.0,1800582.0,9242.0,38602.0,46440.0,244442.0,208826.0,13979.0,17202.0,23366.0,2711816.0,2018-11-28
183590.0,108240.0,10680.0,4877.0,16754.0,1773270.0,8419.0,39446.0,47197.0,233358.0,195505.0,13258.0,15382.0,22769.0,2672745.0,2018-11-29
183924.0,95524.0,8275.0,4254.0,12809.0,1750106.0,6272.0,36224.0,41907.0,190117.0,168924.0,10017.0,13023.0,19894.0,2541270.0,2018-11-30
126276.0,92066.0,5599.0,4152.0,8368.0,1469723.0,6664.0,24058.0,36173.0,169211.0,149123.0,6557.0,12402.0,14125.0,2124497.0,2018-12-01
134224.0,103356.0,6856.0,4661.0,10921.0,1600557.0,8495.0,29400.0,41537.0,235024.0,184776.0,10640.0,14546.0,20541.0,2405534.0,2018-12-02
159996.0,113557.0,11913.0,4785.0,15469.0,1851823.0,8939.0,43360.0,51307.0,279252.0,227097.0,14240.0,15318.0,22703.0,2819759.0,2018-12-03
170611.0,109308.0,11091.0,4954.0,16230.0,1791343.0,10506.0,42328.0,48015.0,243640.0,205254.0,12953.0,15095.0,22578.0,2703906.0,2018-12-04
172444.0,111595.0,10839.0,4900.0,15532.0,1806740.0,9338.0,41226.0,42499.0,265464.0,206530.0,8899.0,14778.0,16777.0,2727561.0,2018-12-05
170540.0,104182.0,10879.0,4470.0,15660.0,1762534.0,8292.0,38314.0,47010.0,237607.0,196439.0,5166.0,13623.0,14082.0,2628798.0,2018-12-06
154007.0,101321.0,9965.0,4404.0,12638.0,1583339.0,6171.0,30554.0,40234.0,190334.0,162059.0,5557.0,12141.0,15198.0,2327922.0,2018-12-07
142008.0,79975.0,7079.0,4320.0,8885.0,1338029.0,7010.0,27794.0,35011.0,175377.0,154175.0,5585.0,12379.0,14292.0,2011919.0,2018-12-08
143512.0,102786.0,7664.0,4782.0,15324.0,1737101.0,8827.0,31265.0,45202.0,253480.0,194103.0,9003.0,14318.0,18186.0,2585553.0,2018-12-09
153432.0,109599.0,11756.0,4705.0,15953.0,1837970.0,8817.0,38671.0,50424.0,255508.0,207033.0,12534.0,14133.0,24033.0,2744568.0,2018-12-10
167843.0,111072.0,11605.0,4475.0,15138.0,1795579.0,9105.0,37576.0,51446.0,235946.0,199410.0,12577.0,14152.0,23870.0,2689794.0,2018-12-11
163360.0,104795.0,11793.0,4637.0,14168.0,1727333.0,9151.0,34556.0,50669.0,223778.0,200493.0,12954.0,13110.0,24112.0,2594909.0,2018-12-12
172622.0,100713.0,10461.0,4178.0,13171.0,1714966.0,8719.0,42862.0,47799.0,231669.0,189308.0,12121.0,12947.0,22987.0,2584523.0,2018-12-13
143975.0,110800.0,9187.0,3480.0,12602.0,1734355.0,6459.0,32951.0,37678.0,192979.0,171443.0,9114.0,10891.0,19902.0,2495816.0,2018-12-14
125692.0,80171.0,6103.0,3929.0,8953.0,1298011.0,5961.0,27085.0,33680.0,183715.0,158363.0,4865.0,10544.0,14873.0,1961945.0,2018-12-15
139599.0,100136.0,8250.0,4776.0,11521.0,1458217.0,8619.0,30237.0,45358.0,235019.0,192226.0,7926.0,12052.0,18345.0,2272281.0,2018-12-16
160150.0,102319.0,11164.0,4336.0,12626.0,1621591.0,8170.0,33613.0,47083.0,251157.0,212142.0,12195.0,12512.0,21459.0,2510517.0,2018-12-17
167793.0,97649.0,11166.0,4508.0,11715.0,1533210.0,7592.0,31861.0,42682.0,229069.0,193269.0,10252.0,12535.0,20802.0,2374103.0,2018-12-18
158550.0,96605.0,9564.0,4660.0,9852.0,1505047.0,6791.0,28521.0,40160.0,222706.0,184323.0,9135.0,11911.0,21014.0,2308839.0,2018-12-19
160019.0,92140.0,6716.0,4928.0,8061.0,1402005.0,7247.0,23407.0,37398.0,182702.0,163002.0,6404.0,10859.0,16051.0,2120939.0,2018-12-20
128845.0,108056.0,4584.0,3289.0,7381.0,1228872.0,6269.0,26046.0,29345.0,162885.0,140266.0,3166.0,8590.0,13226.0,1870820.0,2018-12-21
114307.0,59980.0,4974.0,3440.0,6804.0,1077663.0,5501.0,21585.0,26442.0,155126.0,117985.0,2695.0,8639.0,13243.0,1618384.0,2018-12-22
150469.0,129979.0,11589.0,4483.0,17026.0,1715065.0,9165.0,38802.0,71740.0,283627.0,183455.0,4537.0,9769.0,36898.0,2666604.0,2018-12-23
159555.0,122785.0,8017.0,4294.0,12686.0,1594192.0,8689.0,31994.0,53852.0,220952.0,166433.0,4416.0,8720.0,31334.0,2427919.0,2018-12-24
192439.0,108522.0,7461.0,4386.0,13374.0,1421080.0,8510.0,31137.0,45286.0,241690.0,156567.0,3136.0,10184.0,23143.0,2266915.0,2018-12-25
168508.0,195877.0,7371.0,4837.0,12239.0,1422899.0,7164.0,29855.0,48214.0,246850.0,174895.0,3877.0,9752.0,23517.0,2355855.0,2018-12-26
143844.0,133373.0,7268.0,4066.0,11312.0,1530564.0,6093.0,26050.0,48102.0,255710.0,172189.0,4641.0,9952.0,19155.0,2372319.0,2018-12-27
135415.0,189257.0,5830.0,3342.0,8502.0,1363374.0,3909.0,23783.0,35795.0,226525.0,150304.0,4223.0,8096.0,15296.0,2173651.0,2018-12-28
115429.0,95338.0,6775.0,3630.0,11748.0,1361665.0,4096.0,28407.0,38920.0,222083.0,146335.0,4431.0,8720.0,19087.0,2066664.0,2018-12-29
121928.0,110648.0,7544.0,3977.0,10965.0,1365957.0,4219.0,27544.0,40340.0,227303.0,161249.0,4709.0,8597.0,18086.0,2113066.0,2018-12-30
114899.0,75063.0,5546.0,2878.0,17259.0,1253588.0,2837.0,24393.0,29458.0,667739.0,119993.0,3387.0,8155.0,14084.0,2339279.0,2018-12-31
123736.0,93938.0,7536.0,4240.0,13417.0,1403012.0,3682.0,34025.0,44061.0,240625.0,138969.0,4590.0,11108.0,17456.0,2140395.0,2019-01-01
121374.0,122330.0,7595.0,4426.0,9375.0,1540007.0,4494.0,34156.0,39742.0,232280.0,166688.0,6073.0,10771.0,19518.0,2318829.0,2019-01-02
164534.0,125881.0,10513.0,4212.0,12924.0,1539675.0,5047.0,34057.0,38622.0,231091.0,174082.0,5724.0,9874.0,16467.0,2372703.0,2019-01-03
148892.0,122285.0,10406.0,3491.0,12938.0,1465431.0,4949.0,32471.0,38372.0,241458.0,172860.0,5976.0,9114.0,14657.0,2283300.0,2019-01-04
147025.0,107663.0,7786.0,3911.0,8193.0,1319551.0,4858.0,29601.0,37221.0,212536.0,182417.0,4906.0,8945.0,15967.0,2090580.0,2019-01-05
165230.0,125386.0,8522.0,4785.0,10245.0,1520364.0,4702.0,30545.0,44550.0,256688.0,195469.0,5216.0,9019.0,15136.0,2395857.0,2019-01-06
172960.0,122391.0,11849.0,4272.0,15923.0,1664295.0,5374.0,29841.0,53385.0,254222.0,188262.0,9079.0,10124.0,20535.0,2562512.0,2019-01-07
166316.0,129307.0,12711.0,4716.0,17654.0,1848929.0,6968.0,33740.0,57199.0,274941.0,196497.0,13103.0,10070.0,22293.0,2794444.0,2019-01-08
163408.0,124678.0,11677.0,4744.0,17724.0,1724808.0,6505.0,34822.0,51898.0,273391.0,196491.0,12929.0,12614.0,23506.0,2659195.0,2019-01-09
159267.0,122157.0,12270.0,4407.0,19892.0,1669012.0,6468.0,36818.0,54051.0,270037.0,186121.0,13643.0,9870.0,22233.0,2586246.0,2019-01-10
149674.0,105712.0,9925.0,3665.0,15130.0,1556161.0,5744.0,39056.0,47029.0,217363.0,165343.0,10571.0,10402.0,21097.0,2356872.0,2019-01-11
137128.0,100837.0,6556.0,3878.0,8738.0,1401684.0,5914.0,25312.0,39401.0,208204.0,165043.0,6435.0,9648.0,16929.0,2135707.0,2019-01-12
140187.0,124614.0,8253.0,4472.0,11734.0,1475303.0,7379.0,28314.0,48853.0,283333.0,191318.0,9881.0,12167.0,17960.0,2363768.0,2019-01-13
164151.0,144894.0,12304.0,4239.0,17817.0,1718537.0,7579.0,36654.0,56501.0,296660.0,194971.0,14221.0,12265.0,23396.0,2704189.0,2019-01-14
171283.0,148028.0,11693.0,3819.0,16016.0,1762352.0,7601.0,36526.0,53059.0,278927.0,194475.0,13812.0,11128.0,24977.0,2733696.0,2019-01-15
175390.0,123436.0,11704.0,3490.0,15964.0,1747263.0,7898.0,36791.0,55169.0,269805.0,194075.0,12681.0,10274.0,24318.0,2688258.0,2019-01-16
289637.0,143504.0,11739.0,3736.0,16181.0,1763790.0,7837.0,38172.0,55109.0,268163.0,203131.0,13892.0,11195.0,23425.0,2849511.0,2019-01-17
163297.0,118672.0,10880.0,3429.0,13320.0,1617264.0,6829.0,42548.0,56661.0,227361.0,172676.0,10129.0,9699.0,22358.0,2475123.0,2019-01-18
155600.0,103471.0,7526.0,3483.0,8301.0,1425602.0,5777.0,27352.0,38575.0,192160.0,157515.0,6639.0,8803.0,16532.0,2157336.0,2019-01-19
155841.0,117503.0,8152.0,3385.0,9853.0,1510294.0,7545.0,30414.0,47658.0,268505.0,186848.0,9986.0,9391.0,21142.0,2386517.0,2019-01-20
165425.0,123417.0,11921.0,3360.0,16415.0,1632074.0,8209.0,42948.0,58816.0,262599.0,189456.0,13574.0,10162.0,25982.0,2564358.0,2019-01-21
168395.0,125597.0,12477.0,3379.0,16489.0,1764756.0,8912.0,42687.0,56488.0,262391.0,194713.0,13762.0,10533.0,25666.0,2706245.0,2019-01-22
174617.0,129060.0,11979.0,3402.0,15723.0,1705456.0,8798.0,44797.0,55525.0,268284.0,201401.0,13698.0,9993.0,26299.0,2669032.0,2019-01-23
167645.0,121193.0,12167.0,3799.0,15482.0,1693114.0,8213.0,40147.0,52183.0,260805.0,180232.0,13343.0,9594.0,23932.0,2601849.0,2019-01-24
145200.0,107123.0,9936.0,4041.0,12568.0,1554350.0,6282.0,35917.0,45775.0,254550.0,162088.0,9852.0,8488.0,21403.0,2377573.0,2019-01-25
143998.0,109270.0,6809.0,3385.0,8267.0,1313674.0,5785.0,29280.0,39266.0,215701.0,157678.0,7230.0,8919.0,15811.0,2065073.0,2019-01-26
158394.0,112565.0,7264.0,3534.0,9566.0,1507295.0,7493.0,32923.0,48055.0,262692.0,185974.0,9325.0,8612.0,20693.0,2374385.0,2019-01-27
167412.0,117604.0,11233.0,3336.0,15445.0,1775804.0,8265.0,40121.0,55664.0,282180.0,194632.0,14232.0,10507.0,25371.0,2721806.0,2019-01-28
162076.0,117970.0,11533.0,3152.0,16487.0,1836738.0,7986.0,40884.0,51749.0,258071.0,200267.0,13345.0,13232.0,24395.0,2757885.0,2019-01-29
166667.0,116148.0,11937.0,3197.0,15990.0,1996633.0,7895.0,39571.0,55060.0,250045.0,216592.0,12651.0,11315.0,23660.0,2927361.0,2019-01-30
161383.0,114256.0,11387.0,2978.0,15303.0,2009954.0,7019.0,38596.0,54770.0,266490.0,191826.0,11992.0,11831.0,23470.0,2921255.0,2019-01-31
136201.0,105753.0,9683.0,2770.0,21005.0,1764553.0,5769.0,33995.0,47385.0,221021.0,163090.0,9718.0,8762.0,18919.0,2548624.0,2019-02-01
125814.0,103558.0,6117.0,2893.0,9889.0,1380414.0,5303.0,26380.0,38643.0,211628.0,150778.0,6295.0,7576.0,14726.0,2090014.0,2019-02-02
140309.0,112561.0,7600.0,3249.0,10297.0,1537909.0,6425.0,32913.0,43946.0,250059.0,191590.0,7843.0,7806.0,18344.0,2370851.0,2019-02-03
157616.0,116343.0,10715.0,3438.0,16708.0,1687579.0,6960.0,37926.0,51473.0,244750.0,191634.0,11893.0,8685.0,21484.0,2567204.0,2019-02-04
161282.0,113824.0,10900.0,3503.0,15881.0,1803553.0,6948.0,35825.0,52915.0,261468.0,193306.0,11550.0,8742.0,22695.0,2702392.0,2019-02-05
171510.0,114962.0,10695.0,3694.0,14730.0,1764562.0,7116.0,36843.0,51905.0,247040.0,202883.0,11958.0,8648.0,21098.0,2667644.0,2019-02-06
164619.0,110098.0,10442.0,3807.0,15156.0,1795693.0,6477.0,34996.0,52831.0,244321.0,190250.0,12015.0,9570.0,21676.0,2671951.0,2019-02-07
153063.0,96805.0,8796.0,3520.0,17692.0,1597576.0,5667.0,34094.0,45291.0,202286.0,159089.0,9278.0,12917.0,21350.0,2367424.0,2019-02-08
134547.0,92999.0,6545.0,3635.0,10662.0,1330637.0,5081.0,25397.0,38161.0,186921.0,141938.0,5418.0,8823.0,15102.0,2005866.0,2019-02-09
134954.0,111409.0,8531.0,3780.0,12326.0,1543236.0,6286.0,27955.0,47440.0,247406.0,173186.0,7631.0,9968.0,18388.0,2352496.0,2019-02-10
149803.0,114751.0,7829.0,3548.0,16021.0,1778039.0,7197.0,36091.0,54474.0,268901.0,178236.0,11592.0,9645.0,23323.0,2659450.0,2019-02-11
156714.0,118316.0,7062.0,3896.0,16477.0,1869473.0,7580.0,35024.0,50414.0,263364.0,184955.0,11850.0,10386.0,22455.0,2757966.0,2019-02-12
156604.0,111492.0,7300.0,4311.0,16406.0,1777233.0,7022.0,33144.0,48868.0,243069.0,178696.0,11569.0,9658.0,22266.0,2627638.0,2019-02-13
147317.0,102075.0,7076.0,3429.0,17541.0,1661844.0,5335.0,30461.0,45481.0,219127.0,162304.0,11044.0,13937.0,18788.0,2445759.0,2019-02-14
153704.0,94517.0,6399.0,3211.0,21155.0,1521920.0,4616.0,29483.0,41047.0,257035.0,147737.0,9078.0,15786.0,17292.0,2322980.0,2019-02-15
136594.0,90951.0,6261.0,3271.0,16782.0,1322561.0,4733.0,25486.0,38864.0,171561.0,135498.0,6468.0,9963.0,14420.0,1983413.0,2019-02-16
154827.0,104202.0,7020.0,3932.0,16434.0,1476982.0,5137.0,31201.0,42472.0,220669.0,166932.0,8267.0,8883.0,16401.0,2263359.0,2019-02-17
163303.0,149654.0,10630.0,3747.0,14430.0,1636501.0,5549.0,31214.0,48745.0,238253.0,180346.0,12656.0,9516.0,19985.0,2524529.0,2019-02-18
169020.0,124056.0,10471.0,4030.0,13766.0,1773211.0,5419.0,31708.0,47686.0,309221.0,176828.0,12454.0,16002.0,21701.0,2715573.0,2019-02-19
163243.0,111669.0,10713.0,5487.0,13064.0,1771917.0,6079.0,33018.0,46010.0,248268.0,182871.0,11462.0,9989.0,20939.0,2634729.0,2019-02-20
248288.0,117056.0,10768.0,5402.0,12683.0,1712092.0,5533.0,32389.0,53464.0,227827.0,175901.0,9585.0,9837.0,19270.0,2640095.0,2019-02-21
171452.0,101453.0,9014.0,4411.0,11874.0,1604510.0,5956.0,32112.0,44027.0,203888.0,171433.0,9114.0,9681.0,18376.0,2397301.0,2019-02-22
131036.0,94419.0,6390.0,3997.0,11066.0,1334076.0,6577.0,24394.0,32971.0,189481.0,144639.0,5768.0,9217.0,16771.0,2010802.0,2019-02-23
132799.0,105631.0,7002.0,4218.0,11978.0,1536278.0,7422.0,27843.0,37952.0,209580.0,168092.0,8651.0,10072.0,17975.0,2285493.0,2019-02-24
149433.0,110272.0,11096.0,4454.0,13511.0,1820453.0,7495.0,31923.0,45578.0,228066.0,184046.0,11510.0,10685.0,21700.0,2650222.0,2019-02-25
172009.0,114481.0,10970.0,4486.0,13575.0,1859931.0,8245.0,30373.0,43117.0,226914.0,180679.0,10858.0,9995.0,21308.0,2706941.0,2019-02-26
159605.0,110505.0,10680.0,4385.0,14030.0,1775958.0,8266.0,30680.0,43283.0,216980.0,181686.0,10200.0,9351.0,22520.0,2598129.0,2019-02-27
143073.0,119745.0,9634.0,3792.0,13269.0,1724708.0,7517.0,29547.0,55223.0,200235.0,173975.0,8978.0,8672.0,21144.0,2519512.0,2019-02-28
130381.0,96033.0,8531.0,3773.0,12201.0,1544052.0,6357.0,29402.0,41640.0,225635.0,159376.0,6516.0,9647.0,18391.0,2291935.0,2019-03-01
121792.0,84176.0,5212.0,3987.0,8586.0,1289075.0,5618.0,25678.0,32491.0,201184.0,141107.0,5086.0,9471.0,15298.0,1948761.0,2019-03-02
135713.0,87414.0,7325.0,4997.0,16795.0,1511290.0,9014.0,31315.0,43659.0,223806.0,171661.0,7147.0,10165.0,17919.0,2278220.0,2019-03-03
145800.0,103390.0,11576.0,4184.0,16099.0,1883286.0,8249.0,36815.0,45547.0,242313.0,188849.0,10043.0,12136.0,22640.0,2730927.0,2019-03-04
141397.0,103699.0,11109.0,4330.0,16717.0,1809235.0,8334.0,35021.0,42858.0,229975.0,182661.0,11850.0,26830.0,21977.0,2645993.0,2019-03-05
145062.0,108634.0,11034.0,3986.0,17088.0,1781192.0,7682.0,35752.0,43344.0,228971.0,187414.0,11285.0,24258.0,22807.0,2628509.0,2019-03-06
146275.0,111003.0,11090.0,4032.0,16121.0,1843124.0,7028.0,34949.0,56779.0,224905.0,174121.0,9736.0,12834.0,23514.0,2675511.0,2019-03-07
137641.0,92677.0,9465.0,3274.0,13345.0,1502181.0,5495.0,32609.0,44331.0,207264.0,152487.0,7134.0,10543.0,18976.0,2237422.0,2019-03-08
124816.0,90978.0,6481.0,3627.0,9021.0,1334095.0,5958.0,24559.0,45149.0,211761.0,157061.0,4828.0,12079.0,15875.0,2046288.0,2019-03-09
150724.0,110073.0,7742.0,4237.0,10145.0,1553895.0,7503.0,28083.0,61001.0,276893.0,189497.0,6973.0,13179.0,19145.0,2439090.0,2019-03-10
225080.0,122665.0,10572.0,3953.0,15425.0,1774318.0,9055.0,34444.0,56645.0,321287.0,195676.0,11307.0,15331.0,23668.0,2819426.0,2019-03-11
148955.0,118850.0,10786.0,3892.0,16405.0,1761550.0,8455.0,35076.0,56177.0,247867.0,189271.0,11414.0,14774.0,23911.0,2647383.0,2019-03-12
152314.0,118375.0,11283.0,4219.0,15857.0,1784252.0,8656.0,37684.0,55032.0,244462.0,193229.0,11678.0,13662.0,23973.0,2674676.0,2019-03-13
135335.0,162816.0,12491.0,3876.0,15945.0,1757458.0,7737.0,40100.0,55258.0,283237.0,194841.0,10600.0,13203.0,26118.0,2719015.0,2019-03-14
120025.0,264081.0,10508.0,3291.0,12726.0,1563925.0,5898.0,47109.0,42931.0,259940.0,181662.0,8069.0,12943.0,23177.0,2556285.0,2019-03-15
